Eintrag;Datum;Schlusskurs
2514;15.03.2016;29.53
2515;16.03.2016;29.535
2516;17.03.2016;29.505
2517;18.03.2016;30.2
2518;21.03.2016;29.985
2519;22.03.2016;31.5
2520;23.03.2016;29.25
2521;24.03.2016;28.04
2522;29.03.2016;28.58
2523;30.03.2016;30.09
2524;31.03.2016;30.325
2525;01.04.2016;28.8
2526;04.04.2016;28.82
2527;05.04.2016;27.49
2528;06.04.2016;28.04
2529;07.04.2016;27.705
2530;08.04.2016;28.885
2531;11.04.2016;29.27
2532;12.04.2016;29.21
2533;13.04.2016;30.11
2534;14.04.2016;29.8
2535;15.04.2016;29.585
2536;18.04.2016;29.81
2537;19.04.2016;30.245
2538;20.04.2016;30.245
2539;21.04.2016;30.575
2540;22.04.2016;30.76
2541;25.04.2016;30.57
2542;26.04.2016;30.695
2543;27.04.2016;31.52
2544;28.04.2016;32.105
2545;29.04.2016;31.465
2546;02.05.2016;31.295
2547;03.05.2016;30.62
2548;04.05.2016;31.49
2549;05.05.2016;30.51
2550;06.05.2016;30.725
2551;09.05.2016;29.335
2552;10.05.2016;31.04
2553;11.05.2016;31.275
2554;12.05.2016;28.08
2555;13.05.2016;29.145
2556;17.05.2016;28.705
2557;18.05.2016;28.3
2558;19.05.2016;28.65
2559;20.05.2016;28.55
2560;23.05.2016;28.63
2561;24.05.2016;28.59
2562;25.05.2016;29.995
2563;26.05.2016;29.84
2564;27.05.2016;30.06
2565;30.05.2016;29.88
2566;31.05.2016;29.96
2567;01.06.2016;29.46
2568;02.06.2016;30.18
2569;03.06.2016;29.255
2570;06.06.2016;28.945
2571;07.06.2016;30.225
2572;08.06.2016;29.92
2573;09.06.2016;29.695
2574;10.06.2016;28.875
2575;13.06.2016;27.89
2576;14.06.2016;27.305
2577;15.06.2016;27.555
2578;16.06.2016;27.37
2579;17.06.2016;28.81
2580;20.06.2016;29.825
2581;21.06.2016;29.565
2582;22.06.2016;29
2583;23.06.2016;30.475
2584;24.06.2016;27.77
2585;27.06.2016;25.025
2586;28.06.2016;25.155
2587;29.06.2016;24.855
2588;30.06.2016;24.605
2589;01.07.2016;26.235
2590;04.07.2016;24.985
2591;05.07.2016;23.855
2592;06.07.2016;23.45
2593;07.07.2016;23.845
2594;08.07.2016;24.64
2595;11.07.2016;25.085
2596;12.07.2016;26.03
2597;13.07.2016;25.86
2598;14.07.2016;26.725
2599;15.07.2016;28.175
2600;18.07.2016;28.245
2601;19.07.2016;28.27
2602;20.07.2016;29.9
2603;21.07.2016;30.92
2604;22.07.2016;31.765
2605;25.07.2016;32.415
2606;26.07.2016;32.48
2607;27.07.2016;33.725
2608;28.07.2016;32.925
2609;29.07.2016;33.105
2610;01.08.2016;32.625
2611;02.08.2016;31.775
2612;03.08.2016;32.21
2613;04.08.2016;32.585
2614;05.08.2016;33.12
2615;08.08.2016;33.34
2616;09.08.2016;33.905
2617;10.08.2016;34.49
2618;11.08.2016;35.23
2619;12.08.2016;35.5
2620;15.08.2016;35.58
2621;16.08.2016;33.295
2622;17.08.2016;33.575
2623;18.08.2016;34.46
2624;19.08.2016;34.125
2625;22.08.2016;34.01
2626;23.08.2016;34.56
2627;24.08.2016;34.49
2628;25.08.2016;33.955
2629;26.08.2016;32.985
2630;29.08.2016;32.795
2631;30.08.2016;33.23
2632;31.08.2016;33.135
2633;01.09.2016;33.41
2634;02.09.2016;33.7
2635;05.09.2016;33.56
2636;06.09.2016;33.59
2637;07.09.2016;33.695
2638;08.09.2016;33.525
2639;09.09.2016;33.43
2640;12.09.2016;32.59
2641;13.09.2016;32.3
2642;14.09.2016;33.055
2643;15.09.2016;31.935
2644;16.09.2016;31.125
2645;19.09.2016;31.67
2646;20.09.2016;31.605
2647;21.09.2016;31.86
2648;22.09.2016;32.36
2649;23.09.2016;31.67
2650;26.09.2016;31.085
2651;27.09.2016;30.88
2652;28.09.2016;31.67
2653;29.09.2016;31.7
2654;30.09.2016;32.42
2655;04.10.2016;33.15
2656;05.10.2016;33.94
2657;06.10.2016;33.93
2658;07.10.2016;33.52
2659;10.10.2016;33.61
2660;11.10.2016;33.7
2661;12.10.2016;33.565
2662;13.10.2016;32.14
2663;14.10.2016;33.79
2664;17.10.2016;33.525
2665;18.10.2016;34.79
2666;19.10.2016;34.365
2667;20.10.2016;34.415
2668;21.10.2016;34.18
2669;24.10.2016;34.34
2670;25.10.2016;34.97
2671;26.10.2016;34.975
2672;27.10.2016;35.04
2673;28.10.2016;34.865
2674;31.10.2016;34.585
2675;01.11.2016;34.115
2676;02.11.2016;33.56
2677;03.11.2016;33.585
2678;04.11.2016;33.43
2679;07.11.2016;34.47
2680;08.11.2016;34.1
2681;09.11.2016;34.43
2682;10.11.2016;34.525
2683;11.11.2016;34.455
2684;14.11.2016;34.915
2685;15.11.2016;36.39
2686;16.11.2016;32.205
2687;17.11.2016;32.415
2688;18.11.2016;32.31
2689;21.11.2016;31.515
2690;22.11.2016;31.625
2691;23.11.2016;30.855
2692;24.11.2016;30.9
2693;25.11.2016;30.575
2694;28.11.2016;29.97
2695;29.11.2016;29.795
2696;30.11.2016;29.84
2697;01.12.2016;29.76
2698;02.12.2016;29.47
2699;05.12.2016;30.305
2700;06.12.2016;31.105
2701;07.12.2016;32.3
2702;08.12.2016;32.7
2703;09.12.2016;32.18
2704;12.12.2016;32.16
2705;13.12.2016;32.105
2706;14.12.2016;32.125
2707;15.12.2016;33.105
2708;16.12.2016;33.3
2709;19.12.2016;33.02
2710;20.12.2016;33.34
2711;21.12.2016;33.675
2712;22.12.2016;34.01
2713;23.12.2016;33.825
2714;27.12.2016;33.99
2715;28.12.2016;33.98
2716;29.12.2016;33.885
2717;30.12.2016;33.845
2718;02.01.2017;34.945
2719;03.01.2017;35.93
2720;04.01.2017;35.535
2721;05.01.2017;35.395
2722;06.01.2017;36.09
2723;09.01.2017;35.585
2724;10.01.2017;36.435
2725;11.01.2017;37.73
2726;12.01.2017;37.62
2727;13.01.2017;37.955
2728;16.01.2017;37.315
2729;17.01.2017;37.225
2730;18.01.2017;37.425
2731;19.01.2017;37.435
2732;20.01.2017;38.28
2733;23.01.2017;37.96
2734;24.01.2017;38.445
2735;25.01.2017;39.175
2736;26.01.2017;38.4
2737;27.01.2017;38.09
2738;30.01.2017;37.345
2739;31.01.2017;37.07
2740;01.02.2017;37.755
2741;02.02.2017;37.395
2742;03.02.2017;37.54
2743;06.02.2017;36.405
2744;07.02.2017;36.435
2745;08.02.2017;36.31
2746;09.02.2017;36.125
2747;10.02.2017;36.72
2748;13.02.2017;38.77
2749;14.02.2017;40.105
2750;15.02.2017;39.625
2751;16.02.2017;38.835
2752;17.02.2017;38.68
2753;20.02.2017;38.925
2754;21.02.2017;39.295
2755;22.02.2017;39.355
2756;23.02.2017;38.6
2757;24.02.2017;37.59
2758;27.02.2017;37.82
2759;28.02.2017;37.89
2760;01.03.2017;38.765
2761;02.03.2017;38.63
2762;03.03.2017;38.415
2763;06.03.2017;38.31
2764;07.03.2017;38.5
2765;08.03.2017;39.315
2766;09.03.2017;39.26
2767;10.03.2017;39.4
2768;13.03.2017;39.7
2769;14.03.2017;39.6
2770;15.03.2017;39.825
2771;16.03.2017;40.785
2772;17.03.2017;40.91
2773;20.03.2017;40.83
2774;21.03.2017;40.26
2775;22.03.2017;40.26
2776;23.03.2017;43.815
2777;24.03.2017;47.055
2778;27.03.2017;47.475
2779;28.03.2017;47.87
2780;29.03.2017;48.005
2781;30.03.2017;48
2782;31.03.2017;48.245
2783;03.04.2017;48.29
2784;04.04.2017;47.6
2785;05.04.2017;48.045
2786;06.04.2017;48.265
2787;07.04.2017;47.985
2788;10.04.2017;48.15
2789;11.04.2017;47.75
2790;12.04.2017;47.51
2791;13.04.2017;47.1
2792;18.04.2017;45.99
2793;19.04.2017;46.72
2794;20.04.2017;47.565
2795;21.04.2017;48.21
2796;24.04.2017;49.29
2797;25.04.2017;49.225
2798;26.04.2017;49.035
2799;27.04.2017;48.155
2800;28.04.2017;49.87
2801;02.05.2017;49.89
2802;03.05.2017;49.45
2803;04.05.2017;49.635
2804;05.05.2017;50.38
2805;08.05.2017;51.42
2806;09.05.2017;50.84
2807;10.05.2017;55.2
2808;11.05.2017;54.17
2809;12.05.2017;53.52
2810;15.05.2017;53.77
2811;16.05.2017;53.5
2812;17.05.2017;51.68
2813;18.05.2017;51.36
2814;19.05.2017;51.79
2815;22.05.2017;50.98
2816;23.05.2017;50.96
2817;24.05.2017;50.49
2818;25.05.2017;49.855
2819;26.05.2017;49.22
2820;29.05.2017;49.425
2821;30.05.2017;50.32
2822;31.05.2017;49.075
2823;01.06.2017;50.15
2824;02.06.2017;50.39
2825;06.06.2017;49.565
2826;07.06.2017;49.255
2827;08.06.2017;47.395
2828;09.06.2017;47.66
2829;12.06.2017;47.21
2830;13.06.2017;49.375
2831;14.06.2017;48.875
2832;15.06.2017;47.31
2833;16.06.2017;47.725
2834;19.06.2017;48.04
2835;20.06.2017;47.955
2836;21.06.2017;48.395
2837;22.06.2017;48.585
2838;23.06.2017;48.025
2839;26.06.2017;48.34
2840;27.06.2017;46.55
2841;28.06.2017;46.85
2842;29.06.2017;45.75
2843;30.06.2017;45.075
2844;03.07.2017;46.645
2845;04.07.2017;45.82
2846;05.07.2017;46.185
2847;06.07.2017;46.115
2848;07.07.2017;45.73
2849;10.07.2017;45.23
2850;11.07.2017;45.795
2851;12.07.2017;47.975
2852;13.07.2017;49.055
2853;14.07.2017;50.62
2854;17.07.2017;50.34
2855;18.07.2017;49.32
2856;19.07.2017;50.44
2857;20.07.2017;50.6
2858;21.07.2017;49
2859;24.07.2017;48.33
2860;25.07.2017;49.365
2861;26.07.2017;49.9
2862;27.07.2017;51.71
2863;28.07.2017;50.99
2864;31.07.2017;49.985
2865;01.08.2017;49.88
2866;02.08.2017;49.295
2867;03.08.2017;49.18
2868;04.08.2017;49.985
2869;07.08.2017;50.06
2870;08.08.2017;50.84
2871;09.08.2017;50.51
2872;10.08.2017;52.48
2873;11.08.2017;52.14
2874;14.08.2017;52.81
2875;15.08.2017;52.21
2876;16.08.2017;53
2877;17.08.2017;52.88
2878;18.08.2017;52.64
2879;21.08.2017;51.97
2880;22.08.2017;52.91
2881;23.08.2017;53.05
2882;24.08.2017;52.77
2883;25.08.2017;54.62
2884;28.08.2017;53.91
2885;29.08.2017;52.23
2886;30.08.2017;52.72
2887;31.08.2017;50.39
2888;01.09.2017;51.73
2889;04.09.2017;51.51
2890;05.09.2017;52.22
2891;06.09.2017;52.42
2892;07.09.2017;53.45
2893;08.09.2017;50.45
2894;11.09.2017;50.59
2895;12.09.2017;51.45
2896;13.09.2017;51.65
2897;14.09.2017;52.66
2898;15.09.2017;53.45
2899;18.09.2017;53.73
2900;19.09.2017;53.95
2901;20.09.2017;54.76
2902;21.09.2017;55.62
2903;22.09.2017;55.51
2904;25.09.2017;55.42
2905;26.09.2017;55.38
2906;27.09.2017;55.17
2907;28.09.2017;55.42
2908;29.09.2017;56.11
2909;02.10.2017;57.53
2910;04.10.2017;58.28
2911;05.10.2017;58.06
2912;06.10.2017;56.59
2913;09.10.2017;56.45
2914;10.10.2017;55.96
2915;11.10.2017;56.1
2916;12.10.2017;56.12
2917;13.10.2017;55.72
2918;16.10.2017;56.99
2919;17.10.2017;57.25
2920;18.10.2017;58.39
2921;19.10.2017;56.5
2922;20.10.2017;57.27
2923;23.10.2017;56.61
2924;24.10.2017;56.59
2925;25.10.2017;56.29
2926;26.10.2017;56.98
2927;27.10.2017;57.81
2928;30.10.2017;56.98
2929;01.11.2017;57.81
2930;02.11.2017;57.89
2931;03.11.2017;57.28
2932;06.11.2017;58.03
2933;07.11.2017;59.08
2934;08.11.2017;58
2935;09.11.2017;56.32
2936;10.11.2017;56.67
2937;13.11.2017;55.94
2938;14.11.2017;58.27
2939;15.11.2017;57.66
2940;16.11.2017;57.8
2941;17.11.2017;59.46
2942;20.11.2017;60.93
2943;21.11.2017;62.61
2944;22.11.2017;62.5
2945;23.11.2017;61.74
2946;24.11.2017;61.2
2947;27.11.2017;61.15
2948;28.11.2017;62.14
2949;29.11.2017;61.47
2950;30.11.2017;61.89
2951;01.12.2017;61.71
2952;04.12.2017;62.1
2953;05.12.2017;61.48
2954;06.12.2017;60.3
2955;07.12.2017;60.08
2956;08.12.2017;60.8
2957;11.12.2017;60.76
2958;12.12.2017;62.09
2959;13.12.2017;63.33
2960;14.12.2017;62.51
2961;15.12.2017;62.16
2962;18.12.2017;63.32
2963;19.12.2017;62.88
2964;20.12.2017;63.05
2965;21.12.2017;63.35
2966;22.12.2017;63.4
2967;27.12.2017;63.34
2968;28.12.2017;62.74
2969;29.12.2017;62.39
2970;02.01.2018;62.5
2971;03.01.2018;62.86
2972;04.01.2018;63.4
2973;05.01.2018;64.14
2974;08.01.2018;64.58
2975;09.01.2018;64.78
2976;10.01.2018;64.04
2977;11.01.2018;65.02
2978;12.01.2018;64.52
2979;15.01.2018;64.14
2980;16.01.2018;64.08
2981;17.01.2018;63.6
2982;18.01.2018;63.44
2983;19.01.2018;64.32
2984;22.01.2018;64.66
2985;23.01.2018;64.14
2986;24.01.2018;63.98
2987;25.01.2018;64.02
2988;26.01.2018;64.24
2989;29.01.2018;65.54
2990;30.01.2018;63.38
2991;31.01.2018;61.86
2992;01.02.2018;60.26
2993;02.02.2018;59.38
2994;05.02.2018;58.24
2995;06.02.2018;57
2996;07.02.2018;58.54
2997;08.02.2018;56.2
2998;09.02.2018;54.94
2999;12.02.2018;54.62
3000;13.02.2018;54.06
