Eintrag;Datum;Schlusskurs
1513;28.03.2012;39.16
1514;29.03.2012;38.51
1515;30.03.2012;39
1516;02.04.2012;40.21
1517;03.04.2012;39.96
1518;04.04.2012;39
1519;05.04.2012;39.44
1520;10.04.2012;37.915
1521;11.04.2012;38.54
1522;12.04.2012;39.57
1523;13.04.2012;38.885
1524;16.04.2012;39.2
1525;17.04.2012;39.79
1526;18.04.2012;39.36
1527;19.04.2012;38.585
1528;20.04.2012;38.665
1529;23.04.2012;36.65
1530;24.04.2012;37.265
1531;25.04.2012;38.395
1532;26.04.2012;38.555
1533;27.04.2012;39.675
1534;30.04.2012;38.795
1535;02.05.2012;39.405
1536;03.05.2012;39.395
1537;04.05.2012;37.5
1538;07.05.2012;38.335
1539;08.05.2012;36.7
1540;09.05.2012;36.5
1541;10.05.2012;36.2
1542;11.05.2012;36.68
1543;14.05.2012;36.16
1544;15.05.2012;33.77
1545;16.05.2012;33.595
1546;17.05.2012;31.345
1547;18.05.2012;31.475
1548;21.05.2012;32.37
1549;22.05.2012;34
1550;23.05.2012;32.2
1551;24.05.2012;31.83
1552;25.05.2012;32.59
1553;28.05.2012;33.5
1554;29.05.2012;34.945
1555;30.05.2012;33.795
1556;31.05.2012;33.065
1557;01.06.2012;31.63
1558;04.06.2012;30.87
1559;05.06.2012;30.925
1560;06.06.2012;32.48
1561;07.06.2012;33.245
1562;08.06.2012;32.44
1563;11.06.2012;32.24
1564;12.06.2012;31.775
1565;13.06.2012;30.45
1566;14.06.2012;30.415
1567;15.06.2012;30.705
1568;18.06.2012;31.045
1569;19.06.2012;31.46
1570;20.06.2012;31.945
1571;21.06.2012;31.785
1572;22.06.2012;30.65
1573;25.06.2012;29.595
1574;26.06.2012;29.215
1575;27.06.2012;29.165
1576;28.06.2012;28.85
1577;29.06.2012;30.025
1578;02.07.2012;31.04
1579;03.07.2012;32.6
1580;04.07.2012;32.865
1581;05.07.2012;32.63
1582;06.07.2012;31.18
1583;09.07.2012;30.745
1584;10.07.2012;31.64
1585;11.07.2012;31.145
1586;12.07.2012;29.795
1587;13.07.2012;30.515
1588;16.07.2012;29.665
1589;17.07.2012;29.615
1590;18.07.2012;30.12
1591;19.07.2012;31.535
1592;20.07.2012;30.49
1593;23.07.2012;29.46
1594;24.07.2012;29.01
1595;25.07.2012;29.065
1596;26.07.2012;28.63
1597;27.07.2012;29.615
1598;30.07.2012;30.52
1599;31.07.2012;30.26
1600;01.08.2012;30.26
1601;02.08.2012;28.84
1602;03.08.2012;30.175
1603;06.08.2012;31.48
1604;07.08.2012;31.995
1605;08.08.2012;31.065
1606;09.08.2012;30.475
1607;10.08.2012;30.35
1608;13.08.2012;30.185
1609;14.08.2012;30.515
1610;15.08.2012;30.51
1611;16.08.2012;31.33
1612;17.08.2012;31.83
1613;20.08.2012;31.31
1614;21.08.2012;31.78
1615;22.08.2012;31.29
1616;23.08.2012;30.9
1617;24.08.2012;30.27
1618;27.08.2012;30.54
1619;28.08.2012;30.205
1620;29.08.2012;30.195
1621;30.08.2012;29.65
1622;31.08.2012;29.8
1623;03.09.2012;29.67
1624;04.09.2012;28.715
1625;05.09.2012;28.365
1626;06.09.2012;29.88
1627;07.09.2012;30.795
1628;10.09.2012;31.14
1629;11.09.2012;31.51
1630;12.09.2012;32.29
1631;13.09.2012;32.09
1632;14.09.2012;33.505
1633;17.09.2012;33.01
1634;18.09.2012;32.34
1635;19.09.2012;32.25
1636;20.09.2012;31.935
1637;21.09.2012;32
1638;24.09.2012;31.515
1639;25.09.2012;30.7
1640;26.09.2012;29.5
1641;27.09.2012;29.445
1642;28.09.2012;29.06
1643;01.10.2012;29.51
1644;02.10.2012;29.7
1645;03.10.2012;30.04
1646;04.10.2012;30.255
1647;05.10.2012;31.105
1648;08.10.2012;30.145
1649;09.10.2012;28.865
1650;10.10.2012;28.775
1651;11.10.2012;29.2
1652;12.10.2012;28.33
1653;15.10.2012;27.08
1654;16.10.2012;26.06
1655;17.10.2012;26.93
1656;18.10.2012;26.61
1657;19.10.2012;26.385
1658;22.10.2012;26.52
1659;23.10.2012;25.29
1660;24.10.2012;25.25
1661;25.10.2012;24.84
1662;26.10.2012;24.86
1663;29.10.2012;24.665
1664;30.10.2012;25.56
1665;31.10.2012;25.705
1666;01.11.2012;26.295
1667;02.11.2012;25.815
1668;05.11.2012;25.765
1669;06.11.2012;26.36
1670;07.11.2012;26.05
1671;08.11.2012;25.38
1672;09.11.2012;25.3
1673;12.11.2012;25.115
1674;13.11.2012;24.675
1675;14.11.2012;24.08
1676;15.11.2012;23.78
1677;16.11.2012;23.42
1678;19.11.2012;24.68
1679;20.11.2012;24.4
1680;21.11.2012;24.645
1681;22.11.2012;25.045
1682;23.11.2012;24.91
1683;26.11.2012;24.905
1684;27.11.2012;25.37
1685;28.11.2012;25.375
1686;29.11.2012;26.565
1687;30.11.2012;26.675
1688;03.12.2012;26.24
1689;04.12.2012;26.5
1690;05.12.2012;26.585
1691;06.12.2012;26.95
1692;07.12.2012;26.73
1693;10.12.2012;27.08
1694;11.12.2012;27.365
1695;12.12.2012;27.82
1696;13.12.2012;27.59
1697;14.12.2012;27.93
1698;17.12.2012;28.285
1699;18.12.2012;28.535
1700;19.12.2012;28.305
1701;20.12.2012;28.355
1702;21.12.2012;28.56
1703;27.12.2012;28.8
1704;28.12.2012;28.55
1705;02.01.2013;29.49
1706;03.01.2013;29.515
1707;04.01.2013;29.495
1708;07.01.2013;29.475
1709;08.01.2013;29.32
1710;09.01.2013;28.97
1711;10.01.2013;29.665
1712;11.01.2013;30.07
1713;14.01.2013;30.03
1714;15.01.2013;29.57
1715;16.01.2013;30.295
1716;17.01.2013;31.38
1717;18.01.2013;31.27
1718;21.01.2013;31.485
1719;22.01.2013;32.005
1720;23.01.2013;32.14
1721;24.01.2013;31.905
1722;25.01.2013;33.1
1723;28.01.2013;33.415
1724;29.01.2013;32.85
1725;30.01.2013;32.345
1726;31.01.2013;31.86
1727;01.02.2013;32.745
1728;04.02.2013;31.48
1729;05.02.2013;31.69
1730;06.02.2013;31.445
1731;07.02.2013;31.295
1732;08.02.2013;31.645
1733;11.02.2013;31.355
1734;12.02.2013;31.19
1735;13.02.2013;32.61
1736;14.02.2013;32.31
1737;15.02.2013;32.26
1738;18.02.2013;32.51
1739;19.02.2013;33.14
1740;20.02.2013;33.015
1741;21.02.2013;31.97
1742;22.02.2013;32.3
1743;25.02.2013;32.805
1744;26.02.2013;32.73
1745;27.02.2013;33.465
1746;28.02.2013;34.53
1747;01.03.2013;34.15
1748;04.03.2013;33.41
1749;05.03.2013;33.495
1750;06.03.2013;33.12
1751;07.03.2013;33.54
1752;08.03.2013;33.15
1753;11.03.2013;33.225
1754;12.03.2013;33
1755;13.03.2013;33.085
1756;14.03.2013;33.3
1757;15.03.2013;32.905
1758;18.03.2013;33.055
1759;19.03.2013;32.565
1760;20.03.2013;30.45
1761;21.03.2013;29.95
1762;22.03.2013;31.24
1763;25.03.2013;31.335
1764;26.03.2013;31.245
1765;27.03.2013;31.02
1766;28.03.2013;30.21
1767;02.04.2013;30.915
1768;03.04.2013;30.65
1769;04.04.2013;30.415
1770;05.04.2013;29.31
1771;08.04.2013;29.395
1772;09.04.2013;29.405
1773;10.04.2013;30.65
1774;11.04.2013;31.1
1775;12.04.2013;30.875
1776;15.04.2013;31.12
1777;16.04.2013;31.145
1778;17.04.2013;30.465
1779;18.04.2013;30.44
1780;19.04.2013;31.06
1781;22.04.2013;31.435
1782;23.04.2013;32.755
1783;24.04.2013;32.87
1784;25.04.2013;33.625
1785;26.04.2013;33.445
1786;29.04.2013;33.54
1787;30.04.2013;34.235
1788;02.05.2013;32.165
1789;03.05.2013;32.985
1790;06.05.2013;33.79
1791;07.05.2013;35.35
1792;08.05.2013;37
1793;09.05.2013;36.695
1794;10.05.2013;36.355
1795;13.05.2013;36.63
1796;14.05.2013;35.8
1797;15.05.2013;36.805
1798;16.05.2013;37.21
1799;17.05.2013;37.81
1800;20.05.2013;37.925
1801;21.05.2013;38.97
1802;22.05.2013;38.84
1803;23.05.2013;37.95
1804;24.05.2013;38.08
1805;27.05.2013;38.92
1806;28.05.2013;39.065
1807;29.05.2013;38.965
1808;30.05.2013;40.41
1809;31.05.2013;39.02
1810;03.06.2013;39.13
1811;04.06.2013;39.08
1812;05.06.2013;38.39
1813;06.06.2013;38.11
1814;07.06.2013;38.615
1815;10.06.2013;38.49
1816;11.06.2013;37.45
1817;12.06.2013;36.5
1818;13.06.2013;36.77
1819;14.06.2013;39.085
1820;17.06.2013;38.61
1821;18.06.2013;38.57
1822;19.06.2013;38.395
1823;20.06.2013;36.63
1824;21.06.2013;36.085
1825;24.06.2013;35.015
1826;25.06.2013;37.64
1827;26.06.2013;38.315
1828;27.06.2013;38.5
1829;28.06.2013;38.255
1830;01.07.2013;38.14
1831;02.07.2013;37.42
1832;03.07.2013;37.255
1833;04.07.2013;39.345
1834;05.07.2013;38.825
1835;08.07.2013;38.33
1836;09.07.2013;38.35
1837;10.07.2013;39.21
1838;11.07.2013;38.8
1839;12.07.2013;39.04
1840;15.07.2013;38.285
1841;16.07.2013;38.24
1842;17.07.2013;38.395
1843;18.07.2013;38.915
1844;19.07.2013;38.97
1845;22.07.2013;38.485
1846;23.07.2013;36.94
1847;24.07.2013;37.91
1848;25.07.2013;37.765
1849;26.07.2013;37.46
1850;29.07.2013;37.75
1851;30.07.2013;37.55
1852;31.07.2013;37.49
1853;01.08.2013;38.42
1854;02.08.2013;38.11
1855;05.08.2013;39.09
1856;06.08.2013;38.18
1857;07.08.2013;38.105
1858;08.08.2013;38.74
1859;09.08.2013;38.86
1860;12.08.2013;38.67
1861;13.08.2013;40.185
1862;14.08.2013;41.585
1863;15.08.2013;41.695
1864;16.08.2013;41.9
1865;19.08.2013;41.825
1866;20.08.2013;41.235
1867;21.08.2013;41.995
1868;22.08.2013;44.41
1869;23.08.2013;44.265
1870;26.08.2013;43.855
1871;27.08.2013;42.9
1872;28.08.2013;40.95
1873;29.08.2013;41.955
1874;30.08.2013;41.545
1875;02.09.2013;43
1876;03.09.2013;42.62
1877;04.09.2013;42.69
1878;05.09.2013;43.285
1879;06.09.2013;43.205
1880;09.09.2013;43.615
1881;10.09.2013;45.68
1882;11.09.2013;45.265
1883;12.09.2013;45.24
1884;13.09.2013;44.93
1885;16.09.2013;45.7
1886;17.09.2013;44.52
1887;18.09.2013;44.695
1888;19.09.2013;45.315
1889;20.09.2013;43.36
1890;23.09.2013;44.89
1891;24.09.2013;44.725
1892;25.09.2013;43.925
1893;26.09.2013;43.77
1894;27.09.2013;44.2
1895;30.09.2013;44.955
1896;01.10.2013;45.075
1897;02.10.2013;44.595
1898;03.10.2013;44.665
1899;04.10.2013;44.9
1900;07.10.2013;45.045
1901;08.10.2013;44.595
1902;09.10.2013;44.175
1903;10.10.2013;46.25
1904;11.10.2013;46.295
1905;14.10.2013;46.92
1906;15.10.2013;47.735
1907;16.10.2013;47.35
1908;17.10.2013;46.95
1909;18.10.2013;48.065
1910;21.10.2013;48.875
1911;22.10.2013;49.15
1912;23.10.2013;48.965
1913;24.10.2013;49.495
1914;25.10.2013;48.78
1915;28.10.2013;48.615
1916;29.10.2013;47.825
1917;30.10.2013;50.03
1918;31.10.2013;50.01
1919;01.11.2013;50.22
1920;04.11.2013;50.06
1921;05.11.2013;49.92
1922;06.11.2013;50.68
1923;07.11.2013;50.76
1924;08.11.2013;51.01
1925;11.11.2013;51.31
1926;12.11.2013;47.99
1927;13.11.2013;48.945
1928;14.11.2013;49.94
1929;15.11.2013;49.98
1930;18.11.2013;50.31
1931;19.11.2013;50.67
1932;20.11.2013;50.65
1933;21.11.2013;51.33
1934;22.11.2013;52.31
1935;25.11.2013;54.42
1936;26.11.2013;54.41
1937;27.11.2013;55.03
1938;28.11.2013;55.08
1939;29.11.2013;54.99
1940;02.12.2013;54.82
1941;03.12.2013;53.17
1942;04.12.2013;52.06
1943;05.12.2013;51.82
1944;06.12.2013;52.88
1945;09.12.2013;53
1946;10.12.2013;52.8
1947;11.12.2013;52.12
1948;12.12.2013;49.775
1949;13.12.2013;50.21
1950;16.12.2013;52.71
1951;17.12.2013;52.39
1952;18.12.2013;53.19
1953;19.12.2013;53.35
1954;20.12.2013;53.66
1955;23.12.2013;53.86
1956;27.12.2013;54.68
1957;30.12.2013;54.33
1958;02.01.2014;53.73
1959;03.01.2014;54.56
1960;06.01.2014;54.31
1961;07.01.2014;54.9
1962;08.01.2014;54.73
1963;09.01.2014;53.86
1964;10.01.2014;54.84
1965;13.01.2014;55.31
1966;14.01.2014;56.93
1967;15.01.2014;58.3
1968;16.01.2014;58.7
1969;17.01.2014;59.14
1970;20.01.2014;59.42
1971;21.01.2014;59.5
1972;22.01.2014;59.57
1973;23.01.2014;59
1974;24.01.2014;56.31
1975;27.01.2014;55.38
1976;28.01.2014;57.13
1977;29.01.2014;56.28
1978;30.01.2014;57.65
1979;31.01.2014;57.58
1980;03.02.2014;55.8
1981;04.02.2014;54.57
1982;05.02.2014;54.77
1983;06.02.2014;56.04
1984;07.02.2014;56.05
1985;10.02.2014;55.92
1986;11.02.2014;56.4
1987;12.02.2014;56.55
1988;13.02.2014;57.18
1989;14.02.2014;57.56
1990;17.02.2014;57.32
1991;18.02.2014;56.4
1992;19.02.2014;55.56
1993;20.02.2014;55.21
1994;21.02.2014;55.66
1995;24.02.2014;55.52
1996;25.02.2014;55.42
1997;26.02.2014;55.4
1998;27.02.2014;55.12
1999;28.02.2014;54.9
2000;03.03.2014;53.61
2001;04.03.2014;54.66
2002;05.03.2014;55.22
2003;06.03.2014;56.48
2004;07.03.2014;55.55
2005;10.03.2014;54.55
2006;11.03.2014;54.34
2007;12.03.2014;53.3
2008;13.03.2014;51.76
2009;14.03.2014;51.42
2010;17.03.2014;53.48
2011;18.03.2014;54.05
2012;19.03.2014;53.59
2013;20.03.2014;53.68
2014;21.03.2014;53.91
2015;24.03.2014;51.09
2016;25.03.2014;49.355
2017;26.03.2014;52
2018;27.03.2014;51.46
2019;28.03.2014;53
2020;31.03.2014;52.97
2021;01.04.2014;54.2
2022;02.04.2014;55.33
2023;03.04.2014;55.17
2024;04.04.2014;56.15
2025;07.04.2014;54.78
2026;08.04.2014;52.6
2027;09.04.2014;54.31
2028;10.04.2014;53.9
2029;11.04.2014;53.64
2030;14.04.2014;53.1
2031;15.04.2014;51.24
2032;16.04.2014;52.36
2033;17.04.2014;53.49
2034;22.04.2014;54.5
2035;23.04.2014;54.83
2036;24.04.2014;54.66
2037;25.04.2014;53.06
2038;28.04.2014;53.42
2039;29.04.2014;53.85
2040;30.04.2014;53.53
2041;02.05.2014;52.94
2042;05.05.2014;52.24
2043;06.05.2014;52.02
2044;07.05.2014;52.14
2045;08.05.2014;54.2
2046;09.05.2014;52.34
2047;12.05.2014;53.39
2048;13.05.2014;53.93
2049;14.05.2014;56.1
2050;15.05.2014;54.31
2051;16.05.2014;52.95
2052;19.05.2014;53.23
2053;20.05.2014;54.07
2054;21.05.2014;54.61
2055;22.05.2014;55.24
2056;23.05.2014;56.33
2057;26.05.2014;57.67
2058;27.05.2014;58.21
2059;28.05.2014;58.39
2060;29.05.2014;58.65
2061;30.05.2014;58.73
2062;02.06.2014;60
2063;03.06.2014;59.61
2064;04.06.2014;59.58
2065;05.06.2014;59.72
2066;06.06.2014;60.13
2067;09.06.2014;60.01
2068;10.06.2014;59.83
2069;11.06.2014;60.6
2070;12.06.2014;60.64
2071;13.06.2014;59.18
2072;16.06.2014;58.37
2073;17.06.2014;59.54
2074;18.06.2014;59.47
2075;19.06.2014;59.74
2076;20.06.2014;59.52
2077;23.06.2014;59.06
2078;24.06.2014;58.73
2079;25.06.2014;58.53
2080;26.06.2014;58.32
2081;27.06.2014;58
2082;30.06.2014;58.12
2083;01.07.2014;59.01
2084;02.07.2014;59.51
2085;03.07.2014;60.66
2086;04.07.2014;60.26
2087;07.07.2014;59.62
2088;08.07.2014;57.92
2089;09.07.2014;57.78
2090;10.07.2014;56.74
2091;11.07.2014;56.82
2092;14.07.2014;56.88
2093;15.07.2014;56.25
2094;16.07.2014;57.43
2095;17.07.2014;56.54
2096;18.07.2014;56.2
2097;21.07.2014;54.89
2098;22.07.2014;55.73
2099;23.07.2014;55.4
2100;24.07.2014;55.65
2101;25.07.2014;54.22
2102;28.07.2014;53.41
2103;29.07.2014;53.79
2104;30.07.2014;52.75
2105;31.07.2014;51.31
2106;01.08.2014;51.19
2107;04.08.2014;50.42
2108;05.08.2014;50.5
2109;06.08.2014;49.22
2110;07.08.2014;48.495
2111;08.08.2014;47.985
2112;11.08.2014;49.785
2113;12.08.2014;46.295
2114;13.08.2014;46.64
2115;14.08.2014;46.445
2116;15.08.2014;46.695
2117;18.08.2014;47.85
2118;19.08.2014;48.705
2119;20.08.2014;48.62
2120;21.08.2014;49.065
2121;22.08.2014;48.285
2122;25.08.2014;48.765
2123;26.08.2014;49.21
2124;27.08.2014;48.855
2125;28.08.2014;47.47
2126;29.08.2014;46.905
2127;01.09.2014;46.145
2128;02.09.2014;46.275
2129;03.09.2014;47.35
2130;04.09.2014;47.66
2131;05.09.2014;47.8
2132;08.09.2014;47.84
2133;09.09.2014;47.41
2134;10.09.2014;47.005
2135;11.09.2014;46.695
2136;12.09.2014;47.105
2137;15.09.2014;46.7
2138;16.09.2014;45.535
2139;17.09.2014;46.275
2140;18.09.2014;45.91
2141;19.09.2014;45.47
2142;22.09.2014;43.895
2143;23.09.2014;41.985
2144;24.09.2014;42.38
2145;25.09.2014;42.72
2146;26.09.2014;43.5
2147;29.09.2014;43.2
2148;30.09.2014;43.22
2149;01.10.2014;41.555
2150;02.10.2014;40.76
2151;06.10.2014;41.395
2152;07.10.2014;41.07
2153;08.10.2014;40.31
2154;09.10.2014;40.215
2155;10.10.2014;39.02
2156;13.10.2014;39.295
2157;14.10.2014;42.02
2158;15.10.2014;41.05
2159;16.10.2014;40.7
2160;17.10.2014;42.495
2161;20.10.2014;40.835
2162;21.10.2014;42.08
2163;22.10.2014;44.01
2164;23.10.2014;43.73
2165;24.10.2014;43.865
2166;27.10.2014;43.395
2167;28.10.2014;43.96
2168;29.10.2014;44.285
2169;30.10.2014;44.36
2170;31.10.2014;45.65
2171;03.11.2014;45.86
2172;04.11.2014;45.155
2173;05.11.2014;45.695
2174;06.11.2014;46.41
2175;07.11.2014;46.925
2176;10.11.2014;47.695
2177;11.11.2014;46.17
2178;12.11.2014;44.48
2179;13.11.2014;44.5
2180;14.11.2014;44.95
2181;17.11.2014;45.245
2182;18.11.2014;46.65
2183;19.11.2014;45.78
2184;20.11.2014;45.88
2185;21.11.2014;47.4
2186;24.11.2014;48.13
2187;25.11.2014;48.54
2188;26.11.2014;48.345
2189;27.11.2014;47.955
2190;28.11.2014;48.22
2191;01.12.2014;47.235
2192;02.12.2014;47.26
2193;03.12.2014;47.79
2194;04.12.2014;47.34
2195;05.12.2014;50.44
2196;08.12.2014;49.915
2197;09.12.2014;48.19
2198;10.12.2014;48.215
2199;11.12.2014;48.035
2200;12.12.2014;46.45
2201;15.12.2014;45.76
2202;16.12.2014;46.635
2203;17.12.2014;46.65
2204;18.12.2014;48.52
2205;19.12.2014;48.705
2206;22.12.2014;49.215
2207;23.12.2014;49.61
2208;29.12.2014;49.755
2209;30.12.2014;49.395
2210;02.01.2015;49.015
2211;05.01.2015;47.64
2212;06.01.2015;47.64
2213;07.01.2015;47.84
2214;08.01.2015;49.115
2215;09.01.2015;48.75
2216;12.01.2015;49.255
2217;13.01.2015;50.52
2218;14.01.2015;49.83
2219;15.01.2015;51.98
2220;16.01.2015;52.9
2221;19.01.2015;53.92
2222;20.01.2015;54.04
2223;21.01.2015;53.75
2224;22.01.2015;54.92
2225;23.01.2015;55.79
2226;26.01.2015;56.42
2227;27.01.2015;54.95
2228;28.01.2015;55.5
2229;29.01.2015;55.32
2230;30.01.2015;55.47
2231;02.02.2015;55.59
2232;03.02.2015;57.18
2233;04.02.2015;57
2234;05.02.2015;57.79
2235;06.02.2015;57.32
2236;09.02.2015;53.71
2237;10.02.2015;54.44
2238;11.02.2015;54.58
2239;12.02.2015;56.08
2240;13.02.2015;54.45
2241;16.02.2015;54.61
2242;17.02.2015;54.05
2243;18.02.2015;55.25
2244;19.02.2015;55.58
2245;20.02.2015;55.6
2246;23.02.2015;56.24
2247;24.02.2015;56.49
2248;25.02.2015;55.8
2249;26.02.2015;57.11
2250;27.02.2015;57.57
2251;02.03.2015;56.82
2252;03.03.2015;55.27
2253;04.03.2015;55.54
2254;05.03.2015;57.2
2255;06.03.2015;58
2256;09.03.2015;57.7
2257;10.03.2015;57.5
2258;11.03.2015;59.39
2259;12.03.2015;60.15
2260;13.03.2015;61.12
2261;16.03.2015;61.79
2262;17.03.2015;59.97
2263;18.03.2015;57.7
2264;19.03.2015;58.43
2265;20.03.2015;59.37
2266;23.03.2015;58.04
2267;24.03.2015;59.12
2268;25.03.2015;59.95
2269;26.03.2015;58.21
2270;27.03.2015;58.79
2271;30.03.2015;59.5
2272;31.03.2015;58.97
2273;01.04.2015;58.84
2274;02.04.2015;58.53
2275;07.04.2015;59.79
2276;08.04.2015;59.41
2277;09.04.2015;60.85
2278;10.04.2015;61.68
2279;13.04.2015;61.76
2280;14.04.2015;61.03
2281;15.04.2015;61.75
2282;16.04.2015;61.72
2283;17.04.2015;59.72
2284;20.04.2015;60.5
2285;21.04.2015;61.37
2286;22.04.2015;61.14
2287;23.04.2015;60.06
2288;24.04.2015;60.45
2289;27.04.2015;61.89
2290;28.04.2015;60.42
2291;29.04.2015;57.9
2292;30.04.2015;57.57
2293;04.05.2015;58.33
2294;05.05.2015;56.92
2295;06.05.2015;56.19
2296;07.05.2015;57.11
2297;08.05.2015;57.78
2298;11.05.2015;57.37
2299;12.05.2015;56.77
2300;13.05.2015;58.11
2301;14.05.2015;59.27
2302;15.05.2015;59.36
2303;18.05.2015;60.45
2304;19.05.2015;61.72
2305;20.05.2015;61.83
2306;21.05.2015;62.23
2307;22.05.2015;62.13
2308;26.05.2015;61.94
2309;27.05.2015;62.81
2310;28.05.2015;61.71
2311;29.05.2015;59.23
2312;01.06.2015;59.17
2313;02.06.2015;58.63
2314;03.06.2015;59.32
2315;04.06.2015;58.34
2316;05.06.2015;57.29
2317;08.06.2015;56.39
2318;09.06.2015;56.74
2319;10.06.2015;58.96
2320;11.06.2015;58.78
2321;12.06.2015;58.2
2322;15.06.2015;56.41
2323;16.06.2015;57.23
2324;17.06.2015;55.83
2325;18.06.2015;55.83
2326;19.06.2015;56.45
2327;22.06.2015;59.38
2328;23.06.2015;59.74
2329;24.06.2015;59.05
2330;25.06.2015;58.88
2331;26.06.2015;59.13
2332;29.06.2015;57.02
2333;30.06.2015;56.63
2334;01.07.2015;58.78
2335;02.07.2015;58.25
2336;03.07.2015;59.64
2337;06.07.2015;59.34
2338;07.07.2015;58.53
2339;08.07.2015;57.01
2340;09.07.2015;57.81
2341;10.07.2015;59.29
2342;13.07.2015;59.72
2343;14.07.2015;58.28
2344;15.07.2015;57.7
2345;16.07.2015;60.54
2346;17.07.2015;60.66
2347;20.07.2015;60.93
2348;21.07.2015;61.18
2349;22.07.2015;61.3
2350;23.07.2015;61.39
2351;24.07.2015;59.99
2352;27.07.2015;58.25
2353;28.07.2015;58.99
2354;29.07.2015;57.82
2355;30.07.2015;57.66
2356;31.07.2015;57.67
2357;03.08.2015;57.83
2358;04.08.2015;59
2359;05.08.2015;60.3
2360;06.08.2015;59.6
2361;07.08.2015;59.87
2362;10.08.2015;60.62
2363;11.08.2015;58.58
2364;12.08.2015;56
2365;13.08.2015;56.61
2366;14.08.2015;57.16
2367;17.08.2015;57.75
2368;18.08.2015;57.75
2369;19.08.2015;56.7
2370;20.08.2015;54.2
2371;21.08.2015;54.01
2372;24.08.2015;52.55
2373;25.08.2015;54.31
2374;26.08.2015;53.79
2375;27.08.2015;55.71
2376;28.08.2015;54.72
2377;31.08.2015;54.13
2378;01.09.2015;52.62
2379;02.09.2015;52.52
2380;03.09.2015;54.28
2381;04.09.2015;52.15
2382;07.09.2015;52.65
2383;08.09.2015;54.2
2384;09.09.2015;55.15
2385;10.09.2015;55.43
2386;11.09.2015;54.91
2387;14.09.2015;54.4
2388;15.09.2015;56.12
2389;16.09.2015;56.75
2390;17.09.2015;56.88
2391;18.09.2015;54.7
2392;21.09.2015;52.47
2393;22.09.2015;50.36
2394;23.09.2015;50.2
2395;24.09.2015;47.39
2396;25.09.2015;46.25
2397;28.09.2015;46.025
2398;29.09.2015;46.005
2399;30.09.2015;47.61
2400;01.10.2015;46.925
2401;02.10.2015;47.705
2402;05.10.2015;49.195
2403;06.10.2015;49.95
2404;07.10.2015;51.53
2405;08.10.2015;53.25
2406;09.10.2015;53.86
2407;12.10.2015;53.49
2408;13.10.2015;35.55
2409;14.10.2015;33.9
2410;15.10.2015;33.78
2411;16.10.2015;32.25
2412;19.10.2015;32.1
2413;20.10.2015;32.275
2414;21.10.2015;35.63
2415;22.10.2015;35.515
2416;23.10.2015;36.08
2417;26.10.2015;36.37
2418;27.10.2015;35.07
2419;28.10.2015;37.475
2420;29.10.2015;37.235
2421;30.10.2015;37.13
2422;02.11.2015;38.5
2423;03.11.2015;38.835
2424;04.11.2015;37.555
2425;05.11.2015;36.135
2426;06.11.2015;38.605
2427;09.11.2015;36.58
2428;10.11.2015;34.7
2429;11.11.2015;32.77
2430;12.11.2015;32.55
2431;13.11.2015;34.18
2432;16.11.2015;34.73
2433;17.11.2015;35.11
2434;18.11.2015;36.035
2435;19.11.2015;36.035
2436;20.11.2015;35.95
2437;23.11.2015;36.045
2438;24.11.2015;35.695
2439;25.11.2015;36.22
2440;26.11.2015;37.33
2441;27.11.2015;36.945
2442;30.11.2015;36.44
2443;01.12.2015;36.72
2444;02.12.2015;36.145
2445;03.12.2015;35.39
2446;04.12.2015;35.38
2447;07.12.2015;35.815
2448;08.12.2015;34.845
2449;09.12.2015;35.475
2450;10.12.2015;35.72
2451;11.12.2015;34.16
2452;14.12.2015;33.235
2453;15.12.2015;34.765
2454;16.12.2015;36
2455;17.12.2015;35.47
2456;18.12.2015;34.58
2457;21.12.2015;35.805
2458;22.12.2015;35.595
2459;23.12.2015;36.92
2460;28.12.2015;36.695
2461;29.12.2015;36.615
2462;30.12.2015;36.445
2463;04.01.2016;34.925
2464;05.01.2016;34.81
2465;06.01.2016;33.355
2466;07.01.2016;32.48
2467;08.01.2016;29.94
2468;11.01.2016;30.03
2469;12.01.2016;30.225
2470;13.01.2016;30.6
2471;14.01.2016;30.355
2472;15.01.2016;30.805
2473;18.01.2016;30.77
2474;19.01.2016;31.38
2475;20.01.2016;30.235
2476;21.01.2016;31.175
2477;22.01.2016;31.84
2478;25.01.2016;31.39
2479;26.01.2016;33.215
2480;27.01.2016;33.565
2481;28.01.2016;32.365
2482;29.01.2016;32.105
2483;01.02.2016;31.695
2484;02.02.2016;29.885
2485;03.02.2016;29.47
2486;04.02.2016;29.865
2487;05.02.2016;31.205
2488;08.02.2016;29.015
2489;09.02.2016;27.925
2490;10.02.2016;26.92
2491;11.02.2016;27.2
2492;12.02.2016;27.295
2493;15.02.2016;29.165
2494;16.02.2016;28.815
2495;17.02.2016;30.025
2496;18.02.2016;30.525
2497;19.02.2016;28.845
2498;22.02.2016;26.935
2499;23.02.2016;25.31
2500;24.02.2016;23.755
2501;25.02.2016;24.065
2502;26.02.2016;25.765
2503;29.02.2016;26.915
2504;01.03.2016;26.95
2505;02.03.2016;28.62
2506;03.03.2016;29.88
2507;04.03.2016;30.385
2508;07.03.2016;30.5
2509;08.03.2016;28.81
2510;09.03.2016;28.82
2511;10.03.2016;27.64
2512;11.03.2016;29.265
2513;14.03.2016;29.875
